author_name,announcer_name,book_type,publishing,publishing_year,genre,stars,language,release_date,recording_length
מארק טווין,קריינות: זיו זוהר מאיר,ספר מוקלט,Storyside,2022,קלאסיקות,3.67,עברית,"תאריך פרסום
ספר מוקלט: 14 באוגוסט 2022",9שעות 44דקות
מארק טווין,קריינות: עומר ירדני,ספר מוקלט,Storyside,2022,קלאסיקות,4.5,עברית,"תאריך פרסום
ספר מוקלט: 14 באוגוסט 2022",7שעות 35דקות
Rudyard Kipling,"קריינות: Emma Topping, David Philo",ספר מוקלט,Saland Publishing,2020,קלאסיקות,5,אנגלית,"תאריך פרסום
ספר מוקלט: 5 בפברואר 2020",3שעות 5דקות
Rudyard Kipling,קריינות: David Philo,ספר מוקלט,Saland Publishing,2020,קלאסיקות,3,אנגלית,"תאריך פרסום
ספר מוקלט: 5 בפברואר 2020",1שעות 23דקות
Arthur Conan Doyle,קריינות: D.H. Jones,ספר מוקלט,Amazon Digital Services LLC,2020,קלאסיקות,4.25,אנגלית,"תאריך פרסום
ספר מוקלט: 11 במרץ 2020",4שעות 47דקות
Jane Austen,קריינות: Prunella Scales,ספר מוקלט,William Collins,2020,קלאסיקות,4.25,אנגלית,"תאריך פרסום
ספר מוקלט: 1 באוקטובר 2020",2שעות 52דקות
Sarah Orne Jewett,קריינות: Kate Reading,ספר מוקלט,Blackstone Publishing,2006,קלאסיקות,3,אנגלית,"תאריך פרסום
ספר מוקלט: 2 באפריל 2006",8שעות 10דקות
IRB Media,NaN,ספר דיגיטלי,IRB Media,2016,קלאסיקות,1,אנגלית,"תאריך פרסום
ספר דיגיטלי: 9 ביוני 2016",NaN
Aristotle,NaN,ספר דיגיטלי,Interactive Media,2016,קלאסיקות,5,אנגלית,"תאריך פרסום
ספר דיגיטלי: 24 בנובמבר 2016",NaN
Charles Dickens,NaN,ספר דיגיטלי,Arcturus,2018,קלאסיקות,5,אנגלית,"תאריך פרסום
ספר דיגיטלי: 15 באוקטובר 2018",NaN
Aristotle,NaN,ספר דיגיטלי,Interactive Media,2016,קלאסיקות,0,אנגלית,"תאריך פרסום
ספר דיגיטלי: 24 בנובמבר 2016",NaN
Aristotle,NaN,ספר דיגיטלי,Interactive Media,2016,קלאסיקות,1,אנגלית,"תאריך פרסום
ספר דיגיטלי: 24 בנובמבר 2016",NaN
Aristotle,NaN,ספר דיגיטלי,Interactive Media,2016,קלאסיקות,3,אנגלית,"תאריך פרסום
ספר דיגיטלי: 24 בנובמבר 2016",NaN
Aristotle,NaN,ספר דיגיטלי,Interactive Media,2016,קלאסיקות,4,אנגלית,"תאריך פרסום
ספר דיגיטלי: 29 בנובמבר 2016",NaN
Aristotle,NaN,ספר דיגיטלי,Interactive Media,2016,קלאסיקות,0,אנגלית,"תאריך פרסום
ספר דיגיטלי: 30 בנובמבר 2016",NaN
James Joyce,NaN,ספר דיגיטלי,A Word To The Wise,2013,קלאסיקות,0,אנגלית,"תאריך פרסום
ספר דיגיטלי: 20 באוגוסט 2013",NaN
Rudyard Kipling,NaN,ספר דיגיטלי,A Word To The Wise,2013,קלאסיקות,0,אנגלית,"תאריך פרסום
ספר דיגיטלי: 20 באוגוסט 2013",NaN
F. Scott Fitzgerald,NaN,ספר דיגיטלי,Arcturus,2021,קלאסיקות,4.14,אנגלית,"תאריך פרסום
ספר דיגיטלי: 1 בינואר 2021",NaN
Edith Wharton,NaN,ספר דיגיטלי,A Word To The Wise,2013,קלאסיקות,0,אנגלית,"תאריך פרסום
ספר דיגיטלי: 20 באוגוסט 2013",NaN
Jane Austen,NaN,ספר דיגיטלי,A Word To The Wise,2013,קלאסיקות,0,אנגלית,"תאריך פרסום
ספר דיגיטלי: 20 באוגוסט 2013",NaN
Jerome K. Jerome,NaN,ספר דיגיטלי,A Word To The Wise,2013,קלאסיקות,0,אנגלית,"תאריך פרסום
ספר דיגיטלי: 20 באוגוסט 2013",NaN
Frances Hodgson Burnett,NaN,ספר דיגיטלי,A Word To The Wise,2013,קלאסיקות,0,אנגלית,"תאריך פרסום
ספר דיגיטלי: 20 באוגוסט 2013",NaN
Honoré de Balzac,NaN,ספר דיגיטלי,A Word To The Wise,2013,קלאסיקות,0,אנגלית,"תאריך פרסום
ספר דיגיטלי: 20 באוגוסט 2013",NaN
Anthony Trollope,NaN,ספר דיגיטלי,A Word To The Wise,2013,קלאסיקות,0,אנגלית,"תאריך פרסום
ספר דיגיטלי: 20 באוגוסט 2013",NaN
Jules Verne,NaN,ספר דיגיטלי,A Word To The Wise,2013,קלאסיקות,0,אנגלית,"תאריך פרסום
ספר דיגיטלי: 20 באוגוסט 2013",NaN
Joseph Conrad,NaN,ספר דיגיטלי,A Word To The Wise,2013,קלאסיקות,0,אנגלית,"תאריך פרסום
ספר דיגיטלי: 20 באוגוסט 2013",NaN
Sir Walter Scott,NaN,ספר דיגיטלי,A Word To The Wise,2014,קלאסיקות,0,אנגלית,"תאריך פרסום
ספר דיגיטלי: 22 באפריל 2014",NaN
George Eliot,NaN,ספר דיגיטלי,A Word To The Wise,2013,קלאסיקות,0,אנגלית,"תאריך פרסום
ספר דיגיטלי: 20 באוגוסט 2013",NaN
Honoré de Balzac,NaN,ספר דיגיטלי,A Word To The Wise,2013,קלאסיקות,0,אנגלית,"תאריך פרסום
ספר דיגיטלי: 20 באוגוסט 2013",NaN
D. H. Lawrence,NaN,ספר דיגיטלי,Lawrence Publishing,2014,קלאסיקות,0,אנגלית,"תאריך פרסום
ספר דיגיטלי: 12 בספטמבר 2014",NaN
Charles Dickens,NaN,ספר דיגיטלי,A Word To The Wise,2013,קלאסיקות,0,אנגלית,"תאריך פרסום
ספר דיגיטלי: 20 באוגוסט 2013",NaN
Thomas Hardy,NaN,ספר דיגיטלי,A Word To The Wise,2013,קלאסיקות,0,אנגלית,"תאריך פרסום
ספר דיגיטלי: 20 באוגוסט 2013",NaN
Jane Austen,NaN,ספר דיגיטלי,A Word To The Wise,2013,קלאסיקות,0,אנגלית,"תאריך פרסום
ספר דיגיטלי: 20 באוגוסט 2013",NaN
Thomas Hardy,NaN,ספר דיגיטלי,A Word To The Wise,2013,קלאסיקות,0,אנגלית,"תאריך פרסום
ספר דיגיטלי: 20 באוגוסט 2013",NaN
H. Rider Haggard,NaN,ספר דיגיטלי,A Word To The Wise,2013,קלאסיקות,0,אנגלית,"תאריך פרסום
ספר דיגיטלי: 20 באוגוסט 2013",NaN
Thomas Hardy,NaN,ספר דיגיטלי,A Word To The Wise,2013,קלאסיקות,0,אנגלית,"תאריך פרסום
ספר דיגיטלי: 20 באוגוסט 2013",NaN
Sir Walter Scott,NaN,ספר דיגיטלי,A Word To The Wise,2014,קלאסיקות,0,אנגלית,"תאריך פרסום
ספר דיגיטלי: 22 באפריל 2014",NaN
William Makepeace Thackeray,NaN,ספר דיגיטלי,A Word To The Wise,2013,קלאסיקות,0,אנגלית,"תאריך פרסום
ספר דיגיטלי: 20 באוגוסט 2013",NaN
Sir Walter Scott,NaN,ספר דיגיטלי,A Word To The Wise,2014,קלאסיקות,0,אנגלית,"תאריך פרסום
ספר דיגיטלי: 22 באפריל 2014",NaN
Sir Walter Scott,NaN,ספר דיגיטלי,A Word To The Wise,2014,קלאסיקות,0,אנגלית,"תאריך פרסום
ספר דיגיטלי: 22 באפריל 2014",NaN
Frances Hodgson Burnett,NaN,ספר דיגיטלי,A Word To The Wise,2014,קלאסיקות,0,אנגלית,"תאריך פרסום
ספר דיגיטלי: 22 באפריל 2014",NaN
Omar Khayyam,NaN,ספר דיגיטלי,A Word To The Wise,2013,קלאסיקות,0,אנגלית,"תאריך פרסום
ספר דיגיטלי: 20 באוגוסט 2013",NaN
Honoré de Balzac,NaN,ספר דיגיטלי,A Word To The Wise,2013,קלאסיקות,0,אנגלית,"תאריך פרסום
ספר דיגיטלי: 20 באוגוסט 2013",NaN
Frances Hodgson Burnett,NaN,ספר דיגיטלי,A Word To The Wise,2013,קלאסיקות,0,אנגלית,"תאריך פרסום
ספר דיגיטלי: 20 באוגוסט 2013",NaN
Frances Hodgson Burnett,NaN,ספר דיגיטלי,A Word To The Wise,2013,קלאסיקות,0,אנגלית,"תאריך פרסום
ספר דיגיטלי: 20 באוגוסט 2013",NaN
R.D. Blackmore,NaN,ספר דיגיטלי,A Word To The Wise,2013,קלאסיקות,0,אנגלית,"תאריך פרסום
ספר דיגיטלי: 20 באוגוסט 2013",NaN
Elizabeth Gaskell,NaN,ספר דיגיטלי,A Word To The Wise,2013,קלאסיקות,0,אנגלית,"תאריך פרסום
ספר דיגיטלי: 20 באוגוסט 2013",NaN
Joseph Conrad,קריינות: Frederick Davidson,ספר מוקלט,Blackstone Publishing,2010,קלאסיקות,4.25,אנגלית,"תאריך פרסום
ספר מוקלט: 15 באפריל 2010",13שעות 43דקות
Nikolai Gogol,NaN,ספר דיגיטלי,A Word To The Wise,2014,קלאסיקות,0,אנגלית,"תאריך פרסום
ספר דיגיטלי: 23 באפריל 2014",NaN
Jerome K. Jerome,NaN,ספר דיגיטלי,A Word To The Wise,2013,קלאסיקות,0,אנגלית,"תאריך פרסום
ספר דיגיטלי: 20 באוגוסט 2013",NaN
Anthony Hope,NaN,ספר דיגיטלי,A Word To The Wise,2013,קלאסיקות,0,אנגלית,"תאריך פרסום
ספר דיגיטלי: 20 באוגוסט 2013",NaN
Frances Hodgson Burnett,NaN,ספר דיגיטלי,A Word To The Wise,2013,קלאסיקות,0,אנגלית,"תאריך פרסום
ספר דיגיטלי: 20 באוגוסט 2013",NaN
Charles Dickens,NaN,ספר דיגיטלי,A Word To The Wise,2013,קלאסיקות,0,אנגלית,"תאריך פרסום
ספר דיגיטלי: 20 באוגוסט 2013",NaN
Thomas Hardy,NaN,ספר דיגיטלי,A Word To The Wise,2013,קלאסיקות,0,אנגלית,"תאריך פרסום
ספר דיגיטלי: 20 באוגוסט 2013",NaN
Henry James,NaN,ספר דיגיטלי,A Word To The Wise,2013,קלאסיקות,0,אנגלית,"תאריך פרסום
ספר דיגיטלי: 20 באוגוסט 2013",NaN
Honoré de Balzac,NaN,ספר דיגיטלי,A Word To The Wise,2013,קלאסיקות,0,אנגלית,"תאריך פרסום
ספר דיגיטלי: 20 באוגוסט 2013",NaN
Jules Verne,NaN,ספר דיגיטלי,A Word To The Wise,2013,קלאסיקות,0,אנגלית,"תאריך פרסום
ספר דיגיטלי: 20 באוגוסט 2013",NaN
Thomas Hardy,NaN,ספר דיגיטלי,A Word To The Wise,2013,קלאסיקות,0,אנגלית,"תאריך פרסום
ספר דיגיטלי: 20 באוגוסט 2013",NaN
Jack London,NaN,ספר דיגיטלי,London Publishing,2014,קלאסיקות,0,אנגלית,"תאריך פרסום
ספר דיגיטלי: 29 באוגוסט 2014",NaN
Charles Dickens,NaN,ספר דיגיטלי,A Word To The Wise,2013,קלאסיקות,0,אנגלית,"תאריך פרסום
ספר דיגיטלי: 20 באוגוסט 2013",NaN
Charles Kingsley,NaN,ספר דיגיטלי,A Word To The Wise,2013,קלאסיקות,0,אנגלית,"תאריך פרסום
ספר דיגיטלי: 20 באוגוסט 2013",NaN
Elizabeth Gaskell,NaN,ספר דיגיטלי,A Word To The Wise,2013,קלאסיקות,0,אנגלית,"תאריך פרסום
ספר דיגיטלי: 20 באוגוסט 2013",NaN
Anthony Trollope,NaN,ספר דיגיטלי,A Word To The Wise,2013,קלאסיקות,0,אנגלית,"תאריך פרסום
ספר דיגיטלי: 20 באוגוסט 2013",NaN
Edith Nesbit,NaN,ספר דיגיטלי,A Word To The Wise,2013,קלאסיקות,0,אנגלית,"תאריך פרסום
ספר דיגיטלי: 20 באוגוסט 2013",NaN
Edith Wharton,NaN,ספר דיגיטלי,A Word To The Wise,2013,קלאסיקות,0,אנגלית,"תאריך פרסום
ספר דיגיטלי: 20 באוגוסט 2013",NaN
Rudyard Kipling,NaN,ספר דיגיטלי,A Word To The Wise,2013,קלאסיקות,0,אנגלית,"תאריך פרסום
ספר דיגיטלי: 20 באוגוסט 2013",NaN
Charles Dickens,NaN,ספר דיגיטלי,A Word To The Wise,2013,קלאסיקות,0,אנגלית,"תאריך פרסום
ספר דיגיטלי: 20 באוגוסט 2013",NaN
Jane Austen,NaN,ספר דיגיטלי,A Word To The Wise,2013,קלאסיקות,0,אנגלית,"תאריך פרסום
ספר דיגיטלי: 20 באוגוסט 2013",NaN
Thomas de Quincey,NaN,ספר דיגיטלי,A Word To The Wise,2013,קלאסיקות,0,אנגלית,"תאריך פרסום
ספר דיגיטלי: 20 באוגוסט 2013",NaN
Edith Wharton,NaN,ספר דיגיטלי,A Word To The Wise,2013,קלאסיקות,0,אנגלית,"תאריך פרסום
ספר דיגיטלי: 20 באוגוסט 2013",NaN
Willa Cather,NaN,ספר דיגיטלי,A Word To The Wise,2014,קלאסיקות,0,אנגלית,"תאריך פרסום
ספר דיגיטלי: 5 ביוני 2014",NaN
Upton Sinclair,NaN,ספר דיגיטלי,A Word To The Wise,2013,קלאסיקות,0,אנגלית,"תאריך פרסום
ספר דיגיטלי: 20 באוגוסט 2013",NaN
Thomas Hardy,NaN,ספר דיגיטלי,A Word To The Wise,2013,קלאסיקות,0,אנגלית,"תאריך פרסום
ספר דיגיטלי: 20 באוגוסט 2013",NaN
Wilkie Collins,NaN,ספר דיגיטלי,A Word To The Wise,2013,קלאסיקות,0,אנגלית,"תאריך פרסום
ספר דיגיטלי: 20 באוגוסט 2013",NaN
Honoré de Balzac,NaN,ספר דיגיטלי,A Word To The Wise,2013,קלאסיקות,0,אנגלית,"תאריך פרסום
ספר דיגיטלי: 20 באוגוסט 2013",NaN
Sir Walter Scott,NaN,ספר דיגיטלי,A Word To The Wise,2014,קלאסיקות,0,אנגלית,"תאריך פרסום
ספר דיגיטלי: 22 באפריל 2014",NaN
Gustave Flaubert,NaN,ספר דיגיטלי,A Word To The Wise,2013,קלאסיקות,0,אנגלית,"תאריך פרסום
ספר דיגיטלי: 20 באוגוסט 2013",NaN
Jerome K. Jerome,NaN,ספר דיגיטלי,A Word To The Wise,2013,קלאסיקות,0,אנגלית,"תאריך פרסום
ספר דיגיטלי: 20 באוגוסט 2013",NaN
Robert Louis Stevenson,NaN,ספר דיגיטלי,A Word To The Wise,2013,קלאסיקות,0,אנגלית,"תאריך פרסום
ספר דיגיטלי: 20 באוגוסט 2013",NaN
Charles Dickens,NaN,ספר דיגיטלי,A Word To The Wise,2013,קלאסיקות,0,אנגלית,"תאריך פרסום
ספר דיגיטלי: 20 באוגוסט 2013",NaN
Joseph Conrad,NaN,ספר דיגיטלי,A Word To The Wise,2013,קלאסיקות,0,אנגלית,"תאריך פרסום
ספר דיגיטלי: 20 באוגוסט 2013",NaN
Henry James,NaN,ספר דיגיטלי,A Word To The Wise,2013,קלאסיקות,0,אנגלית,"תאריך פרסום
ספר דיגיטלי: 20 באוגוסט 2013",NaN
Joseph Conrad,NaN,ספר דיגיטלי,A Word To The Wise,2013,קלאסיקות,0,אנגלית,"תאריך פרסום
ספר דיגיטלי: 20 באוגוסט 2013",NaN
Henry James,NaN,ספר דיגיטלי,A Word To The Wise,2013,קלאסיקות,0,אנגלית,"תאריך פרסום
ספר דיגיטלי: 20 באוגוסט 2013",NaN
Sir Walter Scott,NaN,ספר דיגיטלי,A Word To The Wise,2014,קלאסיקות,0,אנגלית,"תאריך פרסום
ספר דיגיטלי: 22 באפריל 2014",NaN
Frank Norris,NaN,ספר דיגיטלי,A Word To The Wise,2013,קלאסיקות,0,אנגלית,"תאריך פרסום
ספר דיגיטלי: 20 באוגוסט 2013",NaN
Wilkie Collins,NaN,ספר דיגיטלי,A Word To The Wise,2013,קלאסיקות,0,אנגלית,"תאריך פרסום
ספר דיגיטלי: 20 באוגוסט 2013",NaN
Thomas Hardy,NaN,ספר דיגיטלי,A Word To The Wise,2013,קלאסיקות,0,אנגלית,"תאריך פרסום
ספר דיגיטלי: 20 באוגוסט 2013",NaN
Charles Dickens,"קריינות: Alison Larkin, Derek Perkins",ספר מוקלט,Alison Larkin Presents,2016,קלאסיקות,4.6,אנגלית,"תאריך פרסום
ספר מוקלט: 21 באוקטובר 2016",3שעות 16דקות
Mark Twain,NaN,ספר דיגיטלי,A Word To The Wise,2013,קלאסיקות,0,אנגלית,"תאריך פרסום
ספר דיגיטלי: 20 באוגוסט 2013",NaN
Jack London,NaN,ספר דיגיטלי,London Publishing,2014,קלאסיקות,0,אנגלית,"תאריך פרסום
ספר דיגיטלי: 29 באוגוסט 2014",NaN
Leo Tolstoy,NaN,ספר דיגיטלי,A Word To The Wise,2013,קלאסיקות,0,אנגלית,"תאריך פרסום
ספר דיגיטלי: 20 באוגוסט 2013",NaN
Thomas Hardy,NaN,ספר דיגיטלי,A Word To The Wise,2013,קלאסיקות,0,אנגלית,"תאריך פרסום
ספר דיגיטלי: 20 באוגוסט 2013",NaN
Herman Melville,NaN,ספר דיגיטלי,Horse's Mouth,2018,קלאסיקות,0,אנגלית,"תאריך פרסום
ספר דיגיטלי: 12 במרץ 2018",NaN
John Buchan,NaN,ספר דיגיטלי,A Word To The Wise,2014,קלאסיקות,0,אנגלית,"תאריך פרסום
ספר דיגיטלי: 5 ביוני 2014",NaN
Oscar Wilde,NaN,ספר דיגיטלי,A Word To The Wise,2013,קלאסיקות,0,אנגלית,"תאריך פרסום
ספר דיגיטלי: 20 באוגוסט 2013",NaN
Ring Lardner,NaN,ספר דיגיטלי,A Word To The Wise,2013,קלאסיקות,0,אנגלית,"תאריך פרסום
ספר דיגיטלי: 20 באוגוסט 2013",NaN
Émile Zola,NaN,ספר דיגיטלי,A Word To The Wise,2013,קלאסיקות,0,אנגלית,"תאריך פרסום
ספר דיגיטלי: 20 באוגוסט 2013",NaN
Hector Munro Saki,NaN,ספר דיגיטלי,A Word To The Wise,2013,קלאסיקות,0,אנגלית,"תאריך פרסום
ספר דיגיטלי: 20 באוגוסט 2013",NaN
Stephen Crane,NaN,ספר דיגיטלי,A Word To The Wise,2013,קלאסיקות,0,אנגלית,"תאריך פרסום
ספר דיגיטלי: 11 באוקטובר 2013",NaN
Joseph Conrad,NaN,ספר דיגיטלי,A Word To The Wise,2013,קלאסיקות,0,אנגלית,"תאריך פרסום
ספר דיגיטלי: 20 באוגוסט 2013",NaN
Charles Dickens,NaN,ספר דיגיטלי,A Word To The Wise,2013,קלאסיקות,0,אנגלית,"תאריך פרסום
ספר דיגיטלי: 20 באוגוסט 2013",NaN
GK Chesterton,NaN,ספר דיגיטלי,A Word To The Wise,2013,קלאסיקות,0,אנגלית,"תאריך פרסום
ספר דיגיטלי: 20 באוגוסט 2013",NaN
Louisa May Alcott,NaN,ספר דיגיטלי,A Word To The Wise,2013,קלאסיקות,0,אנגלית,"תאריך פרסום
ספר דיגיטלי: 20 באוגוסט 2013",NaN
Thomas Hardy,NaN,ספר דיגיטלי,A Word To The Wise,2013,קלאסיקות,0,אנגלית,"תאריך פרסום
ספר דיגיטלי: 20 באוגוסט 2013",NaN
Jules Verne,NaN,ספר דיגיטלי,A Word To The Wise,2015,קלאסיקות,0,אנגלית,"תאריך פרסום
ספר דיגיטלי: 8 באפריל 2015",NaN
Stephen Crane,NaN,ספר דיגיטלי,A Word To The Wise,2014,קלאסיקות,0,אנגלית,"תאריך פרסום
ספר דיגיטלי: 22 באפריל 2014",NaN
Rudyard Kipling,NaN,ספר דיגיטלי,A Word To The Wise,2013,קלאסיקות,0,אנגלית,"תאריך פרסום
ספר דיגיטלי: 20 באוגוסט 2013",NaN
Henry James,NaN,ספר דיגיטלי,A Word To The Wise,2013,קלאסיקות,0,אנגלית,"תאריך פרסום
ספר דיגיטלי: 20 באוגוסט 2013",NaN
Charles Dickens,NaN,ספר דיגיטלי,A Word To The Wise,2013,קלאסיקות,0,אנגלית,"תאריך פרסום
ספר דיגיטלי: 20 באוגוסט 2013",NaN
Sir Walter Scott,NaN,ספר דיגיטלי,A Word To The Wise,2013,קלאסיקות,0,אנגלית,"תאריך פרסום
ספר דיגיטלי: 20 באוגוסט 2013",NaN
Louisa May Alcott,NaN,ספר דיגיטלי,A Word To The Wise,2013,קלאסיקות,0,אנגלית,"תאריך פרסום
ספר דיגיטלי: 20 באוגוסט 2013",NaN
Samuel Butler,NaN,ספר דיגיטלי,A Word To The Wise,2013,קלאסיקות,0,אנגלית,"תאריך פרסום
ספר דיגיטלי: 20 באוגוסט 2013",NaN
Joseph Sheridan Le Fanu,NaN,ספר דיגיטלי,A Word To The Wise,2013,קלאסיקות,0,אנגלית,"תאריך פרסום
ספר דיגיטלי: 20 באוגוסט 2013",NaN
Sir Walter Scott,NaN,ספר דיגיטלי,A Word To The Wise,2014,קלאסיקות,0,אנגלית,"תאריך פרסום
ספר דיגיטלי: 22 באפריל 2014",NaN
George Eliot,NaN,ספר דיגיטלי,A Word To The Wise,2013,קלאסיקות,0,אנגלית,"תאריך פרסום
ספר דיגיטלי: 20 באוגוסט 2013",NaN
Fyodor Dostoyevsky,NaN,ספר דיגיטלי,A Word To The Wise,2013,קלאסיקות,0,אנגלית,"תאריך פרסום
ספר דיגיטלי: 20 באוגוסט 2013",NaN
George Grossmith Grossmith,NaN,ספר דיגיטלי,A Word To The Wise,2013,קלאסיקות,0,אנגלית,"תאריך פרסום
ספר דיגיטלי: 20 באוגוסט 2013",NaN
Mark Twain,NaN,ספר דיגיטלי,A Word To The Wise,2013,קלאסיקות,0,אנגלית,"תאריך פרסום
ספר דיגיטלי: 20 באוגוסט 2013",NaN
Nathaniel Hawthorne,NaN,ספר דיגיטלי,A Word To The Wise,2014,קלאסיקות,0,אנגלית,"תאריך פרסום
ספר דיגיטלי: 22 באפריל 2014",NaN
Christopher Marlowe,NaN,ספר דיגיטלי,A Word To The Wise,2013,קלאסיקות,0,אנגלית,"תאריך פרסום
ספר דיגיטלי: 20 באוגוסט 2013",NaN
Charles Kingsley,NaN,ספר דיגיטלי,A Word To The Wise,2013,קלאסיקות,0,אנגלית,"תאריך פרסום
ספר דיגיטלי: 20 באוגוסט 2013",NaN
Mary Wollstonecraft,NaN,ספר דיגיטלי,A Word To The Wise,2013,קלאסיקות,0,אנגלית,"תאריך פרסום
ספר דיגיטלי: 20 באוגוסט 2013",NaN
Rudyard Kipling,NaN,ספר דיגיטלי,A Word To The Wise,2013,קלאסיקות,0,אנגלית,"תאריך פרסום
ספר דיגיטלי: 20 באוגוסט 2013",NaN
Honoré de Balzac,NaN,ספר דיגיטלי,A Word To The Wise,2013,קלאסיקות,0,אנגלית,"תאריך פרסום
ספר דיגיטלי: 20 באוגוסט 2013",NaN
John Buchan,NaN,ספר דיגיטלי,A Word To The Wise,2014,קלאסיקות,0,אנגלית,"תאריך פרסום
ספר דיגיטלי: 5 ביוני 2014",NaN
Daniel Defoe,NaN,ספר דיגיטלי,A Word To The Wise,2013,קלאסיקות,0,אנגלית,"תאריך פרסום
ספר דיגיטלי: 20 באוגוסט 2013",NaN
Edgar Wallace,NaN,ספר דיגיטלי,A Word To The Wise,2014,קלאסיקות,0,אנגלית,"תאריך פרסום
ספר דיגיטלי: 17 ביוני 2014",NaN
Homer,קריינות: Anthony Heald,ספר מוקלט,Blackstone Publishing,2008,קלאסיקות,3.65,אנגלית,"תאריך פרסום
ספר מוקלט: 30 בדצמבר 2008",13שעות 34דקות
Mark Twain,קריינות: Various Narrators,ספר מוקלט,Alcazar AudioWorks,2006,קלאסיקות,4.5,אנגלית,"תאריך פרסום
ספר מוקלט: 1 בינואר 2006",5שעות 52דקות
Fyodor Dostoyevsky,NaN,ספר דיגיטלי,A Word To The Wise,2014,קלאסיקות,0,אנגלית,"תאריך פרסום
ספר דיגיטלי: 23 באפריל 2014",NaN
Gustave Flaubert,NaN,ספר דיגיטלי,A Word To The Wise,2013,קלאסיקות,0,אנגלית,"תאריך פרסום
ספר דיגיטלי: 20 באוגוסט 2013",NaN
Thomas Hardy,NaN,ספר דיגיטלי,A Word To The Wise,2013,קלאסיקות,0,אנגלית,"תאריך פרסום
ספר דיגיטלי: 20 באוגוסט 2013",NaN
Joseph Conrad,NaN,ספר דיגיטלי,A Word To The Wise,2013,קלאסיקות,0,אנגלית,"תאריך פרסום
ספר דיגיטלי: 20 באוגוסט 2013",NaN
JM Synge,NaN,ספר דיגיטלי,A Word To The Wise,2013,קלאסיקות,0,אנגלית,"תאריך פרסום
ספר דיגיטלי: 20 באוגוסט 2013",NaN
Arthur Conan Doyle,NaN,ספר דיגיטלי,A Word To The Wise,2014,קלאסיקות,0,אנגלית,"תאריך פרסום
ספר דיגיטלי: 22 באפריל 2014",NaN
Bram Stoker,NaN,ספר דיגיטלי,A Word To The Wise,2013,קלאסיקות,0,אנגלית,"תאריך פרסום
ספר דיגיטלי: 20 באוגוסט 2013",NaN
Joseph Conrad,NaN,ספר דיגיטלי,A Word To The Wise,2013,קלאסיקות,0,אנגלית,"תאריך פרסום
ספר דיגיטלי: 20 באוגוסט 2013",NaN
Ayn Rand,NaN,ספר דיגיטלי,A Word To The Wise,2013,קלאסיקות,5,אנגלית,"תאריך פרסום
ספר דיגיטלי: 24 בספטמבר 2013",NaN
Anthony Trollope,NaN,ספר דיגיטלי,A Word To The Wise,2013,קלאסיקות,0,אנגלית,"תאריך פרסום
ספר דיגיטלי: 20 באוגוסט 2013",NaN
Robert Louis Stevenson,NaN,ספר דיגיטלי,A Word To The Wise,2013,קלאסיקות,0,אנגלית,"תאריך פרסום
ספר דיגיטלי: 20 באוגוסט 2013",NaN
Henry David Thoreau,NaN,ספר דיגיטלי,A Word To The Wise,2013,קלאסיקות,0,אנגלית,"תאריך פרסום
ספר דיגיטלי: 20 באוגוסט 2013",NaN
JM Barrie,NaN,ספר דיגיטלי,A Word To The Wise,2013,קלאסיקות,0,אנגלית,"תאריך פרסום
ספר דיגיטלי: 20 באוגוסט 2013",NaN
Sir Walter Scott,NaN,ספר דיגיטלי,A Word To The Wise,2014,קלאסיקות,0,אנגלית,"תאריך פרסום
ספר דיגיטלי: 22 באפריל 2014",NaN
Nathaniel Hawthore,NaN,ספר דיגיטלי,A Word To The Wise,2013,קלאסיקות,0,אנגלית,"תאריך פרסום
ספר דיגיטלי: 20 באוגוסט 2013",NaN
Honoré de Balzac,NaN,ספר דיגיטלי,A Word To The Wise,2013,קלאסיקות,0,אנגלית,"תאריך פרסום
ספר דיגיטלי: 20 באוגוסט 2013",NaN
Henry James,NaN,ספר דיגיטלי,A Word To The Wise,2013,קלאסיקות,0,אנגלית,"תאריך פרסום
ספר דיגיטלי: 20 באוגוסט 2013",NaN
John Buchan,NaN,ספר דיגיטלי,A Word To The Wise,2014,קלאסיקות,0,אנגלית,"תאריך פרסום
ספר דיגיטלי: 5 ביוני 2014",NaN
Hugh Lofting,NaN,ספר דיגיטלי,A Word To The Wise,2013,קלאסיקות,0,אנגלית,"תאריך פרסום
ספר דיגיטלי: 20 באוגוסט 2013",NaN
Charles Dickens,NaN,ספר דיגיטלי,A Word To The Wise,2013,קלאסיקות,0,אנגלית,"תאריך פרסום
ספר דיגיטלי: 20 באוגוסט 2013",NaN
Edith Wharton,NaN,ספר דיגיטלי,A Word To The Wise,2013,קלאסיקות,0,אנגלית,"תאריך פרסום
ספר דיגיטלי: 20 באוגוסט 2013",NaN
Thomas Hardy,NaN,ספר דיגיטלי,A Word To The Wise,2013,קלאסיקות,0,אנגלית,"תאריך פרסום
ספר דיגיטלי: 20 באוגוסט 2013",NaN
Jane Austen,NaN,ספר דיגיטלי,A Word To The Wise,2013,קלאסיקות,0,אנגלית,"תאריך פרסום
ספר דיגיטלי: 20 באוגוסט 2013",NaN
Virginia Woolf,NaN,ספר דיגיטלי,A Word To The Wise,2013,קלאסיקות,0,אנגלית,"תאריך פרסום
ספר דיגיטלי: 20 באוגוסט 2013",NaN
