book_name,author_name,announcer_name,book_type,publishing,publishing_year,genre,stars,language,release_date,days_from_release,recording_minutes,recording_hours
Homage to Catalonia,George Orwell,No announcer,Digital bookי,Arcturus,2021.0,Biographies,5.0,English,2021-01-01,882,0.0,0.0
Crazy for Life: Verliebt ins Leben,Corinna-Rosa Falkenberg," Corinna-Rosa Falkenberg, Calvin Burke",Aoudio book,Falkenberg,2020.0,Biographies,0.0,German,2020-11-13,931,57.0,2.0
Shadow and Light: An Autobiography,Mifflin Wistar Gibbs,No announcer,Digital bookי,Mint Editions,2020.0,Biographies,0.0,English,2020-11-29,915,0.0,0.0
Narrative of the Life of Frederick Douglass,Frederick Douglass,No announcer,Digital bookי,Mint Editions,2020.0,Biographies,5.0,English,2020-12-01,913,0.0,0.0
Prigione Ghepeù,Sven Hassel, Adriano Giraldi,Aoudio book,SAGA Egmont,2020.0,Biographies,5.0,Italian,2020-11-25,919,3.0,13.0
El mundo de ayer: Memorias de un europeo,Stefan Zweig, Carles Sianes,Aoudio book בנוסף Digital bookי,Storyside,2020.0,Biographies,4.72,Spanish,2020-11-18,926,53.0,17.0
María Estuardo,Stefan Zweig, Eva Coll,Aoudio book בנוסף Digital bookי,Storyside,2020.0,Biographies,4.5,Spanish,2020-11-18,926,59.0,14.0
Non scaldarti troppo,Italo Del Gaudio, Cristiana Carnevali,Aoudio book,Booksprint,2020.0,Biographies,3.0,Italian,2020-11-11,933,9.0,5.0
"Beam, Straight Up: The Bold Story of the First Family of Bourbon",Jim Kokoris, Nick Sullivan,Aoudio book,Tantor Audio,2020.0,Biographies,5.0,English,2020-10-09,966,34.0,4.0
"Find the Helpers: What 9/11 and Parkland Taught Me About Recovery, Purpose, and Hope",Fred Guttenberg, William Sarris,Aoudio book,Tantor Audio,2021.0,Biographies,0.0,English,2021-02-23,829,47.0,4.0
Robert Altman and the Elaboration of Hollywood Storytelling,Mark Minett, Sean Runnette,Aoudio book,Tantor Audio,2021.0,Biographies,0.0,English,2021-02-23,829,14.0,14.0
"Shook: An Earthquake, a Legendary Mountain Guide, and Everest's Deadliest Day",Jennifer Hull, Adam Verner,Aoudio book,Tantor Audio,2021.0,Biographies,3.37,English,2021-02-23,829,23.0,6.0
Confessions of a Fat Cosmo Girl: How I Lost 122 Pounds Kept It Off How You Can Too,Hazel Dixon-Cooper, Jo Anna Perrin,Aoudio book,HighBridge Audio,2021.0,Biographies,0.0,English,2021-02-16,836,31.0,4.0
The Storm: One Voice from the AIDS Generation,Christopher Zyda, Paul Boehmer,Aoudio book,HighBridge Audio,2021.0,Biographies,4.4,English,2021-01-19,864,2.0,13.0
The Other Mothers,Jennifer Berney, Xe Sands,Aoudio book,Tantor Audio,2021.0,Biographies,4.8,English,2021-02-02,850,19.0,7.0
"The Rifle: Combat Stories from America's Last WWII Veterans, Told Through an M1 Garand",Andrew Biggio, Shawn Compton,Aoudio book,Tantor Audio,2021.0,Biographies,4.14,English,2021-06-01,731,3.0,9.0
Algunos le llaman Magia,Miguel Sierralta, Juan Guzman,Aoudio book,Fonolibro,2019.0,Biographies,0.0,Spanish,2019-08-30,1372,17.0,4.0
It's Already Us In Ten Minutes: Diary,Gerardo D'Orrico, Dave Currier,Aoudio book,Tektime,2020.0,Biographies,0.0,English,2020-11-11,933,14.0,3.0
"Natalia Ginzburg, audazmente tímida: Una biografía",Maja Pflug,No announcer,Digital bookי,Siglo XXI Editores,2020.0,Biographies,1.0,Spanish,2020-11-23,921,0.0,0.0
Gawędy o wilkach i innych zwierzętach,Marcin Kostrzyński, Krystyna Czubówna,Aoudio book,Świat Książki,2020.0,Biographies,4.86,Polish,2020-11-12,932,9.0,9.0
Duty of Care,Dr Dominic Pimenta,No announcer,Digital bookי,Welbeck,2020.0,Biographies,0.0,English,2020-09-03,1002,0.0,0.0
I Am A Hitman: The Real-Life Confessions of a Contract Killer,Anonymous,No announcer,Digital bookי,Welbeck,2020.0,Biographies,0.0,English,2020-10-29,946,0.0,0.0
Fidel Maíz: Un cura controvertido,José Zanardini,No announcer,Digital bookי,Grupo Editorial Atlas,2020.0,Biographies,0.0,Spanish,2020-11-12,932,0.0,0.0
José Eduvigis Díaz: El general victorioso,Herib Caballero Campos,No announcer,Digital bookי,Grupo Editorial Atlas,2020.0,Biographies,0.0,Spanish,2020-11-05,939,0.0,0.0
Body Image Warrior: One woman's fight for change in the modelling industry,Chelsea Bonner, Katherine Tonkin,Aoudio book,Wavesound Audiobooks,2020.0,Biographies,4.5,English,2020-12-01,913,45.0,5.0
Viaje al pulmón del mundo,Gerardo Treviño,No announcer,Digital bookי,LID Editorial,2020.0,Biographies,0.0,Spanish,2020-06-30,1067,0.0,0.0
Juan Luis Gerra y 4-40,Euri Cabral, Euri Cabral,Aoudio book,Fonolibro,2020.0,Biographies,5.0,Spanish,2020-01-03,1246,27.0,0.0
Un Empresario Global,Pablo Bachelet, Enrique Hoffman,Aoudio book,Fonolibro,2014.0,Biographies,4.0,Spanish,2014-09-25,3172,38.0,4.0
El Arbol Deshojado,Fernando Sucre, Giovanna D'michele,Aoudio book,Fonolibro,2020.0,Biographies,0.0,Spanish,2020-07-07,1060,10.0,5.0
Rückkehr nach Reims,Didier Eribon, Thomas Ostermeier,Aoudio book,Tacheles!,2020.0,Biographies,5.0,German,2020-12-04,910,40.0,4.0
Von Menschen verstoßen – bei Jesus geborgen,Jan Vermeer,No announcer,Digital bookי,Brunnen Verlag Gießen,2020.0,Biographies,0.0,German,2020-05-15,1113,0.0,0.0
"Wheels Galore!: Adaptive Cars, Wheelchairs, and a Vibrant Daily Life with Cerebral Palsy",Iain M. MacLeod, Tony McGeever,Aoudio book,INDIEGO PUBLISHING LLC,2021.0,Biographies,0.0,English,2021-07-10,692,7.0,3.0
Underprivileged Overachiever: A Crenshaw Story,Y. A. Salimu, Y. A. Salimu,Aoudio book,Telemachus Press,2020.0,Biographies,0.0,English,2020-10-14,961,42.0,5.0
The Education of Henry Adams,Henry Adams,No announcer,Digital bookי,Mint Editions,2020.0,Biographies,0.0,English,2020-12-01,913,0.0,0.0
Getting The Last Laugh,Lynn Ruth Miller, Lynn Ruth Miller,Aoudio book,Excentrix Press,2020.0,Biographies,0.0,English,2020-10-15,960,10.0,8.0
The Lighthouse Effect: How Ordinary People Can Have an Extraordinary Impact in the World,Steve Pemberton, Rick Jones,Aoudio book,Zondervan,2021.0,Biographies,4.0,English,2021-09-28,612,10.0,6.0
"The Road to Roses: Heartbreak, Hope, and Finding Strength When Life Doesn't Go as Planned",Desiree Hartsock Siegfried, Desiree Hartsock Siegfried,Aoudio book,Zondervan,2021.0,Biographies,4.0,English,2021-06-22,710,36.0,4.0
Who Says I Can't: The Astonishing Story of a Fearless Life,Rob Mendez, Zach Hoffman,Aoudio book,Harper Horizon,2021.0,Biographies,5.0,English,2021-09-07,633,58.0,4.0
God Is Your Defender: Learning to Stand After Life Has Knocked You Down,Rosie Rivera, Rosie Rivera,Aoudio book,Thomas Nelson,2021.0,Biographies,4.0,English,2021-06-08,724,41.0,6.0
"Agent You: Show Up, Do the Work, and Succeed on Your Own Terms",Nicole Lynn, Nicole Lynn,Aoudio book,Harper Horizon,2021.0,Biographies,0.0,English,2021-08-10,661,41.0,4.0
Every Little Win: How Celebrating Small Victories Can Lead to Big Joy,Todd Tilghman," Todd Tilghman, Brooke Tilghman",Aoudio book,Thomas Nelson,2021.0,Biographies,4.0,English,2021-06-22,710,4.0,5.0
Over It,Lolo Jones, Lolo Jones,Aoudio book,Thomas Nelson,2021.0,Biographies,4.18,English,2021-07-20,682,58.0,5.0
Francesco Totti,Paolo Condò,No announcer,Digital bookי,Egoth Verlag,2020.0,Biographies,0.0,German,2020-11-10,934,0.0,0.0
Making It,Jay Blades, Damian Lynch,Aoudio book,Bluebird,2021.0,Biographies,0.0,English,2021-05-13,750,52.0,7.0
Libros que salvan vidas,Ana María Ruiz López,No announcer,Digital bookי,Plataforma,2020.0,Biographies,4.0,Spanish,2020-11-11,933,0.0,0.0
Zapowiada się piękny dzień,Seweryna Szmaglewska, Ewa Abart,Aoudio book,Aleksandria,2020.0,Biographies,4.13,Polish,2020-11-18,926,32.0,9.0
Sarah,Kaylene Johnson, Cassandra Campbell,Aoudio book,Blackstone Publishing,2008.0,Biographies,0.0,English,2008-09-07,5381,59.0,2.0
Chilly Gonzales über Enya,Chilly Gonzales, Malakoff Kowalski,Aoudio book,Argon Verlag,2021.0,Biographies,0.0,German,2021-09-03,637,24.0,1.0
Wealth of Nations,Moon Classics,No announcer,Digital bookי,Moon Classics,2020.0,Biographies,0.0,English,2020-11-16,928,0.0,0.0
Me acuerdo,Martin Kohan, Martin Kohan,Aoudio book,Ediciones Godot,2020.0,Biographies,3.75,Spanish,2020-11-16,928,5.0,1.0
A Rare Recording of Amelia Earhart,Amelia Earhart, Amelia Earhart,Aoudio book,Listen & Live Audio,2020.0,Biographies,4.71,English,2020-11-16,928,5.0,0.0
Shimmersea: What Ever Happened to Miss New Zealand 1949?,Mary D. Woodward, Sylvia Rands,Aoudio book,Mary D. Woodward,2021.0,Biographies,5.0,English,2021-04-15,778,26.0,10.0
Dalko: The Untold Story of Baseball's Fastest Pitcher,Bill Dembski, Michael Beck,Aoudio book,Influence Publishers,2020.0,Biographies,5.0,English,2020-10-22,953,47.0,8.0
Homenaje a Cataluña,George Orwell,No announcer,Digital bookי,Tolemia,2020.0,Biographies,5.0,Spanish,2020-11-20,924,0.0,0.0
Un sendero equivocado: 42 horas al borde del vacío,Cristian Gorbea,No announcer,Digital bookי,Signo Vital Ediciones,2020.0,Biographies,0.0,Spanish,2020-11-16,928,0.0,0.0
Darwin,Petra Werner,No announcer,Digital bookי,SAGA Egmont,2017.0,Biographies,0.0,German,2017-01-01,2343,0.0,0.0
Karl Marx: Una biografía,Sven-Erik Liedman,No announcer,Digital bookי,Ediciones Akal,2020.0,Biographies,0.0,Spanish,2020-12-14,900,0.0,0.0
Cómo ser antirracista,Ibram X. Kendi,No announcer,Digital bookי,Rayo Verde Editorial,2020.0,Biographies,5.0,Spanish,2020-11-02,942,0.0,0.0
Américo Vespucio: Relato de un error histórico,Stefan Zweig, Carles Sianes,Aoudio book בנוסף Digital bookי,Storyside,2020.0,Biographies,4.32,Spanish,2020-11-25,919,50.0,2.0
Momentos estelares de la humanidad,Stefan Zweig, Carles Sianes,Aoudio book,Storyside,2020.0,Biographies,4.28,Spanish,2020-11-25,919,25.0,10.0
"Einstein, Michael Jackson & Me: A Search for Soul in the Power Pits of Rock and Roll",Howard Bloom, Jim Meskimen,Aoudio book,Blackstone Publishing,2020.0,Biographies,5.0,English,2020-11-17,927,2.0,17.0
Wes Anderson: The Iconic Filmmaker and His Work,Ian Nathan,No announcer,Digital bookי,White Lion Publishing,2020.0,Biographies,0.0,English,2020-11-03,941,0.0,0.0
"The Devil and Karl Marx: Communism's Long March of Death, Deception and Infiltration",Paul Kengor, Kevin O’Brien,Aoudio book,TAN Books,2020.0,Biographies,5.0,English,2020-09-10,995,51.0,15.0
The Troubles with Us,Alix O’Neill, Alix O’Neill,Aoudio book,Fourth Estate,2021.0,Biographies,4.0,English,2021-06-24,708,42.0,5.0
Lawrence Welk: The Life and Legacy of the Famous Bandleader and Television Host,Charles River Editors, Gregory T. Luzitano,Aoudio book,Charles River Editors,2020.0,Biographies,0.0,English,2020-11-07,937,13.0,1.0
The Power of Choice: My Journey from Wounded Warrior to World Champion,Melissa Stockwell, Suzy Jackson,Aoudio book,"Recorded Books, Inc.",2020.0,Biographies,0.0,English,2020-11-24,920,47.0,6.0
Z szeroko otwartymi oczami,"Brian ""Head"" Welsh", Janusz Zadura,Aoudio book,Storyside,2020.0,Biographies,3.66,Polish,2020-12-13,901,13.0,8.0
Z radości życia,Maria Rotkiewicz, Zuzanna Lipiec,Aoudio book,Wolne Dźwięki,2020.0,Biographies,4.0,Polish,2020-11-22,922,11.0,4.0
Un Techo De Cenizas: Diario,Gerardo D'Orrico,No announcer,Digital bookי,Tektime,2020.0,Biographies,0.0,Spanish,2020-11-17,927,0.0,0.0
Frau Hitler: la verdadera historia de Eva Braun,Carmen Domingo, Estela Benita López,Aoudio book,Storytel Original,2020.0,Biographies,3.95,Spanish,2020-11-26,918,6.0,9.0
Lorca y el mundo gay,Ian Gibson, Josep Lluis Gil,Aoudio book,Storyside,2020.0,Biographies,4.12,Spanish,2020-11-20,924,13.0,15.0
Pasolini a Villa Ada,Giorgio Manacorda, Alberto Onofrietti,Aoudio book,Storyside,2020.0,Biographies,3.73,Italian,2020-12-04,910,9.0,1.0
Stuart,Alexander Masters, Jot Davies,Aoudio book,Fourth Estate,2012.0,Biographies,4.57,English,2012-09-27,3900,33.0,9.0
Juan Bautista Alberdi: Si mi pluma valiera tu cañón,Liliana M. Brezzo,No announcer,Digital bookי,Grupo Editorial Atlas,2020.0,Biographies,0.0,Spanish,2020-11-17,927,0.0,0.0
Juan Francisco Decoud: De la Legión a La Regeneración,Claudio Fuentes Armadans,No announcer,Digital bookי,Grupo Editorial Atlas,2020.0,Biographies,0.0,Spanish,2020-11-18,926,0.0,0.0
El ascenso del hombre,Jacob Bronowski,No announcer,Digital bookי,CAPITÁN SWING LIBROS,2020.0,Biographies,0.0,Spanish,2020-10-23,952,0.0,0.0
José Elizardo Aquino: Una vida de probidad y patriotismo,Erasmo González,No announcer,Digital bookי,Grupo Editorial Atlas,2020.0,Biographies,0.0,Spanish,2020-11-16,928,0.0,0.0
Dyslexia - Escaping The Forest: A child's view list in the trees,Rhona MacDonald, Emma Newborn,Aoudio book,Twalpennie Worth Limited,2022.0,Biographies,0.0,English,2022-06-12,355,1.0,8.0
"Toxemia, Baby and Me An Out of Body Experience",Lorrie O. Hewitt, Lorrie O. Hewitt,Aoudio book,Lorrie O. Hewitt,2020.0,Biographies,0.0,English,2020-10-16,959,26.0,0.0
Certi momenti,Andrea Camilleri, Ninni Bruschetta,Aoudio book,Audiolibri Salani,2020.0,Biographies,4.61,Italian,2020-12-08,906,36.0,3.0
La fine è il mio inizio,Tiziano Terzani, Edoardo Siravo,Aoudio book,Audiolibri Salani,2020.0,Biographies,4.76,Italian,2020-12-22,892,58.0,13.0
Flying the SR-71 Blackbird: In the Cockpit on a Secret Operational Mission,Richard H. Graham, Shawn Compton,Aoudio book,Tantor Audio,2021.0,Biographies,4.18,English,2021-02-23,829,21.0,9.0
Vinculación y autonomía a través de los cuentos,Rafa Guerrero,No announcer,Digital bookי,Sentir Editorial,2020.0,Biographies,2.0,Spanish,2020-11-18,926,0.0,0.0
Radical Vision: A Biography of Lorraine Hansberry,Soyica Diggs Colbert, Lisa Reneé Pitts,Aoudio book,Tantor Audio,2021.0,Biographies,0.0,English,2021-04-20,773,36.0,13.0
Journey to the Edge of Reason: The Life of Kurt Gödel,Stephen Budiansky, Bob Souer,Aoudio book,Tantor Audio,2021.0,Biographies,4.75,English,2021-05-11,752,52.0,8.0
Hawkeye: The Enthralling Autobiography of the Top-Scoring Israel Air Force Ace of Aces,Brigadier General Giora Even-Epstein, Paul Boehmer,Aoudio book,Tantor Audio,2021.0,Biographies,4.19,English,2021-02-23,829,9.0,9.0
The Lobotomist: A Maverick Medical Genius and His Tragic Quest to Rid the World of Mental Illness,Jack El-Hai, Peter Lerman,Aoudio book,Tantor Audio,2021.0,Biographies,4.33,English,2021-03-16,808,40.0,15.0
The Daring Life and Dangerous Times of Eve Adams,Jonathan Ned Katz, Romy Nordlinger,Aoudio book,Tantor Audio,2021.0,Biographies,4.0,English,2021-05-18,745,18.0,7.0
Marriage Bureau,Richard Kurti, Helen Quigley,Aoudio book,Andrews UK Limited,2020.0,Biographies,4.0,English,2020-11-16,928,20.0,5.0
"In My Grandmother’s House : Black Women, Faith and the Stories We Inherit",Yolanda Pierce, Yolanda Pierce,Aoudio book,christianaudio,2021.0,Biographies,0.0,English,2021-02-16,836,7.0,6.0
Abendlicht,Stephan Hermlin,No announcer,Digital bookי,Verlag Klaus Wagenbach,2020.0,Biographies,0.0,German,2020-08-20,1016,0.0,0.0
Das Abseits als sicherer Ort: Kindheit und Jugend zwischen 1933 und 1945,Peter Brückner,No announcer,Digital bookי,Verlag Klaus Wagenbach,2020.0,Biographies,0.0,German,2020-08-20,1016,0.0,0.0
The Schoolgirl Strangler,Katherine Kovacic, Jenny Seedsman,Aoudio book,Wavesound Audiobooks,2021.0,Biographies,2.67,English,2021-01-05,878,56.0,9.0
Cirilo Antonio Rivarola: El hombre detrás de los decretos,Vicente Arrúa,No announcer,Digital bookי,Grupo Editorial Atlas,2020.0,Biographies,0.0,Spanish,2020-11-19,925,0.0,0.0
Elisa Alicia Lynch: La madame en su contexto,Paola Ferraro,No announcer,Digital bookי,Grupo Editorial Atlas,2020.0,Biographies,0.0,Spanish,2020-11-19,925,0.0,0.0
Cándido Bareiro: El incomprendido,Luis Verón,No announcer,Digital bookי,Grupo Editorial Atlas,2020.0,Biographies,0.0,Spanish,2020-11-12,932,0.0,0.0
Francisco Solano López: El sino trágico,Bernardo Neri Fariña,No announcer,Digital bookי,Grupo Editorial Atlas,2020.0,Biographies,0.0,Spanish,2020-11-19,925,0.0,0.0
Domingo A. Ortiz: El demarcador de la frontera este,Carlos Gómez Florentín,No announcer,Digital bookי,Grupo Editorial Atlas,2020.0,Biographies,0.0,Spanish,2020-11-19,925,0.0,0.0
Silvia Cordal: La niña que vivió para contarlo,Ana Barreto Valinotti,No announcer,Digital bookי,Grupo Editorial Atlas,2020.0,Biographies,0.0,Spanish,2020-11-19,925,0.0,0.0
The Story of My Life: Autobiography of the Famous Egyptologist and Novelist,Georg Ebers,No announcer,Digital bookי,e-artnow,2020.0,Biographies,0.0,English,2020-11-20,924,0.0,0.0
"Kittys Salon: Legenden, Fakten, Fiktion",Julia Schrammel,No announcer,Digital bookי,Berlin Story Verlag,2020.0,Biographies,0.0,German,2020-11-20,924,0.0,0.0
Raising The Bar: The Life and Work of Gerald D. Hines,Mark Seal, Jonathan Smallwood,Aoudio book,Greenleaf Book Group,2020.0,Biographies,0.0,English,2020-09-11,994,11.0,12.0
Born Busy: Journals & Reflections,Rosemary Mitchell,No announcer,Digital bookי,Brown Dog Books,2020.0,Biographies,0.0,English,2020-11-23,921,0.0,0.0
Freak Out!: My Life with Frank Zappa,Pauline Butcher, Emma Gregory,Aoudio book,W. F. Howes Ltd,2020.0,Biographies,4.0,English,2020-12-03,911,3.0,14.0
"Backstage - Von PUR, Popstars und den Zehn Geboten",Dieter Falk," Jan Primke, Dieter Falk",Aoudio book,Holy Spirit Edition,2020.0,Biographies,0.0,German,2020-11-27,917,30.0,3.0
Desde mi celda,Gustavo Adolfo Bécquer,No announcer,Digital bookי,SAGA Egmont,2020.0,Biographies,0.0,Spanish,2020-06-05,1092,0.0,0.0
Der Regimentsmedicus Schiller,Meike Schlüter," Marcus Reinhardt, Meike Schlüter",Aoudio book,Hörbuchmanufaktur Berlin,2020.0,Biographies,0.0,German,2020-12-04,910,3.0,1.0
Hema Malini: Beyond the Dream Girl,Ram Kamal Mukherjee, Sumit Kaul,Aoudio book,HarperCollins India,2021.0,Biographies,4.62,English,2021-01-01,882,46.0,9.0
Gangster on the Run: The True Story of a Reformed Criminal,Puja Changoiwala, Neha Gargava,Aoudio book,HarperCollins India,2021.0,Biographies,0.0,English,2021-02-10,842,7.0,9.0
Danke! - Wie Österreich meine Heimat wurde,Omar Khir Alanam, Ikumi Derschmidt,Aoudio book,edition a audio,2020.0,Biographies,4.0,German,2020-11-27,917,7.0,3.0
Briefträgerkind - Die kleinen Weisheiten meiner Eltern,Oskar Kern, Peter Bocek,Aoudio book,edition a audio,2020.0,Biographies,0.0,German,2020-11-27,917,14.0,6.0
Totengräbers Tagebuch,Volker Langenbein, Alex Bolte,Aoudio book,Hörbuchmanufaktur Berlin,2020.0,Biographies,5.0,German,2020-12-04,910,39.0,11.0
Going with the Boys,Judith Mackrell, Julie Teal,Aoudio book,Picador,2021.0,Biographies,5.0,English,2021-05-27,736,12.0,17.0
Henry VIII’s Wives: History in an Hour,Julie Wheeler, Jonathan Keeble,Aoudio book,William Collins,2013.0,Biographies,4.07,English,2013-01-03,3802,20.0,1.0
The Voyage of the Discovery,Robert Falcon Scott,No announcer,Digital bookי,Wordsworth Editions,2012.0,Biographies,5.0,English,2012-05-01,4049,0.0,0.0
The Voyages of Captain Cook,James Cook,No announcer,Digital bookי,Wordsworth Editions,2013.0,Biographies,5.0,English,2013-02-01,3773,0.0,0.0
Moonlight in a Desert,R. Sethumadhavi,No announcer,Digital bookי,Leadstart Publishing Pvt Ltd (Inkstate Books),2020.0,Biographies,0.0,English,2020-11-25,919,0.0,0.0
"The Sins of Jack Saul, Second Edition",Glenn Chandler, Roger Clark,Aoudio book,Tantor Audio,2021.0,Biographies,0.0,English,2021-03-09,815,8.0,9.0
My Life in the Purple Kingdom,BrownMark, BrownMark,Aoudio book,Tantor Audio,2021.0,Biographies,3.5,English,2021-03-09,815,3.0,5.0
Failures of the Presidents: From the Whiskey Rebellion and War of 1812 to the Bay of Pigs and War in Iraq,Thomas J. Craughwell, Jonathan Yen,Aoudio book,Tantor Audio,2021.0,Biographies,4.0,English,2021-03-02,822,26.0,11.0
Living I Was Your Plague: Martin Luther's World and Legacy,Lyndal Roper, Michael Page,Aoudio book,HighBridge Audio,2021.0,Biographies,4.0,English,2021-05-04,759,45.0,6.0
Crea y divaga: Vida y reflexiones de Jeff Bezos,Jeff Bezos, Alexánder Muñoz,Aoudio book,Planeta Audio,2021.0,Biographies,4.23,Spanish,2021-01-22,861,2.0,10.0
Homesick for Kenya: An expat's memoir,Tob Cohen, Alex Hyde-White,Aoudio book,seasidepress.org,2020.0,Biographies,4.5,English,2020-11-18,926,35.0,3.0
"Camino, comunión y vida: Notas al pie de la Senda",Koldo Aldai,No announcer,Digital bookי,Estrella Editorial,2020.0,Biographies,0.0,Spanish,2020-11-24,920,0.0,0.0
El despertar de la maternidad: Un recorrido íntimo,Elianne Elbaum,No announcer,Digital bookי,El guardián literario,2020.0,Biographies,4.0,Spanish,2020-11-18,926,0.0,0.0
Todos los caminos llevan a Filipinas: 20 impulsoras de un proyecto solidario en Filipinas,Manena Munar,No announcer,Digital bookי,Casiopea,2020.0,Biographies,0.0,Spanish,2020-11-24,920,0.0,0.0
Trish: A Story of Survival and Recovery,Patricia Byrnes,No announcer,Digital bookי,Modern History Press,2020.0,Biographies,0.0,English,2020-06-01,1096,0.0,0.0
Walden,Henry David Thoreau,No announcer,Digital bookי,Wordsworth Editions,2015.0,Biographies,0.0,English,2015-09-01,2831,0.0,0.0
La Güera Rodríguez: Mito y mujer,Silvia Marina Arrom,No announcer,Digital bookי,Turner,2020.0,Biographies,0.0,Spanish,2020-09-24,981,0.0,0.0
Simply Beethoven,Leon Plantinga,No announcer,Digital bookי,Simply Charly,2020.0,Biographies,0.0,English,2020-03-26,1163,0.0,0.0
Simply Hegel,Robert L. Wicks,No announcer,Digital bookי,Simply Charly,2020.0,Biographies,5.0,English,2020-02-27,1191,0.0,0.0
"Palaces of Revolution: Life, Death and Art at the Stuart Court",Simon Thurley, Simon Thurley,Aoudio book,William Collins,2021.0,Biographies,3.0,English,2021-09-16,624,59.0,15.0
Für meinen Mann - Eine Frau alleine gegen die Justiz,Ruth Elsner, Laura Vergada,Aoudio book,edition a audio,2020.0,Biographies,0.0,German,2020-11-27,917,52.0,6.0
Stalin: History in an Hour,Rupert Colley, Jonathan Keeble,Aoudio book,William Collins,2013.0,Biographies,4.03,English,2013-01-03,3802,26.0,1.0
Elf Zentimeter - Der Tatsachenroman,Stefan Scheiblecker, Julian Mill,Aoudio book,edition a audio,2020.0,Biographies,2.0,German,2020-11-27,917,35.0,4.0
"Lenin Lives Next Door: Marriage, Martinis, and Mayhem in Moscow",Jennifer Eremeeva, Jennifer Eremeeva,Aoudio book,Brick Shop Audio,2020.0,Biographies,4.5,English,2020-10-10,965,38.0,9.0
The Concise Pepys,Samuel Pepys,No announcer,Digital bookי,Wordsworth Editions,2012.0,Biographies,0.0,English,2012-12-01,3835,0.0,0.0
Osiecka. Nikomu nie żal pięknych kobiet,Zofia Turowska, Aleksandra Justa,Aoudio book,Marginesy,2020.0,Biographies,4.41,Polish,2020-12-03,911,33.0,8.0
Nie ma lipy!,Robert Burneika, Adrian Kowarzyk,Aoudio book בנוסף Digital bookי,SAGA Egmont,2020.0,Biographies,4.29,Polish,2020-12-07,907,12.0,5.0
A esta hora de la noche,Cecilia Fanti,No announcer,Digital bookי,Rosa Iceberg,2020.0,Biographies,0.0,Spanish,2020-12-01,913,0.0,0.0
Seven Pillars of Wisdom,T. E. Lawrence,No announcer,Digital bookי,Wordsworth Editions,2012.0,Biographies,5.0,English,2012-12-01,3835,0.0,0.0
Vivian Pellas Convirtiendo lágrimas en sonrisas,Vivian Pellas,No announcer,Digital bookי,Ediciones y Distribuciones Dipon Ltda.,2020.0,Biographies,5.0,Spanish,2020-11-25,919,0.0,0.0
История Foyles. Книготорговец по случаю,Билл Сэмюэл,No announcer,Digital bookי,Колибри,2020.0,Biographies,4.0,Russian,2020-11-29,915,0.0,0.0
Horse´s Hoof and Heaven: My Journey Back to Life after a Tragic Accident,Carmen Paul,No announcer,Digital bookי,MarTONius,2020.0,Biographies,0.0,English,2020-11-27,917,0.0,0.0
The Autobiography of a 25-year-old,David Choi,No announcer,Digital bookי,David Choi Publishing Co.,2020.0,Biographies,0.0,English,2020-09-12,993,0.0,0.0
One Hundred Years of Exile: A Romanov's Search for Her Father's Russia,Tania Romanov, Becky Parker,Aoudio book,Travelers' Tales,2020.0,Biographies,0.0,English,2020-11-17,927,24.0,9.0
I Love My Kids But I Want My Body Back,Dr. Malcolm Linsell, Dr. Malcolm Linsell,Aoudio book,Author's Republic,2020.0,Biographies,0.0,English,2020-11-01,943,40.0,3.0
El sueño de ser poeta,Humberto Ak´abal,No announcer,Digital bookי,Piedrasanta,2020.0,Biographies,0.0,Spanish,2020-11-25,919,0.0,0.0
Railroader: The Unfiltered Genius and Controversy of Four-Time CEO Hunter Harrison,Howard Green, Howard Green,Aoudio book,Bespeak Audio Editions,2020.0,Biographies,0.0,English,2020-12-11,903,55.0,13.0
Rash: A Memoir,Lisa Kusel, Hollis Welsh,Aoudio book,WiDo Publishing,2020.0,Biographies,0.0,English,2020-10-07,968,29.0,8.0
Love Is Free. Guac Is Extra.,Monty Moran, Monty Moran,Aoudio book,Lioncrest Publishing - Monty Moran,2020.0,Biographies,0.0,English,2020-10-20,955,3.0,8.0
The Life of William McKinley: Biography of the 25th President of the United States,Edward Stratemeyer,No announcer,Digital bookי,Madison & Adams Press,2020.0,Biographies,0.0,English,2020-11-29,915,0.0,0.0
The Life of Theodore Roosevelt: Biography of the 26th President of the United States,Edward Stratemeyer,No announcer,Digital bookי,Madison & Adams Press,2020.0,Biographies,0.0,English,2020-11-29,915,0.0,0.0
Zbigniew Boniek. Mecze mojego życia,Janusz Basałaj, Olaf Lubaszenko,Aoudio book,SQN,2020.0,Biographies,4.34,Polish,2020-12-03,911,26.0,6.0
Eye of the Storm: Twenty-Five Years In Action With The SAS,Peter Ratcliffe, Peter Kenny,Aoudio book,Michael O'Mara,2019.0,Biographies,4.4,English,2019-05-16,1478,18.0,12.0
The Cross and the Switchblade,David Wilkerson, Raymond Todd,Aoudio book,Blackstone Publishing,2008.0,Biographies,4.65,English,2008-10-30,5328,44.0,6.0
Marlon Brando,Patricia Bosworth,No announcer,Digital bookי,Open Road Media,2012.0,Biographies,4.5,English,2012-06-05,4014,0.0,0.0
The Devil at Large,Erica Jong,No announcer,Digital bookי,Open Road Media,2013.0,Biographies,0.0,English,2013-10-08,3524,0.0,0.0
